Source,Target,Weight,Type
M_Männertreue_Girolamo Bembo,F_Das Waldfräulein_Melanie,3,undirected
M_Männertreue_Girolamo Bembo,F_Männertreue_Ghismonda Mora,13,undirected
M_Männertreue_Girolamo Bembo,F_Männertreue_Isotta,37,undirected
M_Männertreue_Girolamo Bembo,F_Männertreue_Lucia,47,undirected
M_Männertreue_Girolamo Bembo,M_Die Veilchen_Graf Ahlfeld,3,undirected
M_Männertreue_Girolamo Bembo,M_Männertreue_Anselmo Barbadico,56,undirected
M_Männertreue_Girolamo Bembo,M_Männertreue_Domenico Maripetro,7,undirected
M_Männertreue_Girolamo Bembo,M_Männertreue_Nicolo Foscari,13,undirected
M_Männertreue_Nicolo Foscari,F_Die Selbstsüchtigen_Gräfin Mathilde,1,undirected
M_Männertreue_Nicolo Foscari,F_Männertreue_Isotta,10,undirected
M_Männertreue_Nicolo Foscari,F_Männertreue_Lucia,30,undirected
M_Männertreue_Nicolo Foscari,M_Männertreue_Anselmo Barbadico,15,undirected
M_Männertreue_Nicolo Foscari,M_Männertreue_Domenico Maripetro,3,undirected
M_Männertreue_Nicolo Foscari,M_Männertreue_Girolamo Bembo,13,undirected
M_Männertreue_Nicolo Foscari,M_Männertreue_Orso,4,undirected
M_Männertreue_Orso,F_Das Waldfräulein_Melanie,1,undirected
M_Männertreue_Orso,F_Männertreue_Ghismonda Mora,2,undirected
M_Männertreue_Orso,F_Ohne Liebe_Elise,5,undirected
M_Männertreue_Orso,M_Das Waldfräulein_Franz,12,undirected
M_Männertreue_Orso,M_Das Waldfräulein_Fürst Limburg,3,undirected
M_Männertreue_Orso,M_Die Selbstsüchtigen_Petermann,1,undirected
M_Männertreue_Orso,M_Die Veilchen_Graf Ahlfeld,4,undirected
M_Männertreue_Orso,M_Männertreue_Der Doge (Foscari),50,undirected
M_Männertreue_Orso,M_Männertreue_Domenico Maripetro,48,undirected
M_Männertreue_Orso,M_Männertreue_Nicolo Foscari,4,undirected
M_Ohne Liebe_Graf Marko Laßwitz,F_Das Waldfräulein_Therese,1,undirected
M_Ohne Liebe_Graf Marko Laßwitz,F_Die Selbstsüchtigen_Gräfin Mathilde,4,undirected
M_Ohne Liebe_Graf Marko Laßwitz,F_Die Veilchen_Baronin Auguste Wolf,4,undirected
M_Ohne Liebe_Graf Marko Laßwitz,F_Die Veilchen_Gräfin Franziska Andlau,20,undirected
M_Ohne Liebe_Graf Marko Laßwitz,F_Ohne Liebe_Emma,50,undirected
M_Ohne Liebe_Graf Marko Laßwitz,F_Ohne Liebe_Gräfin Laßwitz,13,undirected
M_Ohne Liebe_Graf Marko Laßwitz,M_Die Selbstsüchtigen_Gabriel,33,undirected
M_Ohne Liebe_Graf Marko Laßwitz,M_Die Veilchen_Graf Sigmund Andlau,8,undirected
M_Ohne Liebe_Graf Rüdiger,F_Die Selbstsüchtigen_Gräfin Mathilde,3,undirected
M_Ohne Liebe_Graf Rüdiger,F_Die Veilchen_Gräfin Franziska Andlau,12,undirected
M_Ohne Liebe_Graf Rüdiger,F_Die Veilchen_Gräfin Platen,2,undirected
M_Ohne Liebe_Graf Rüdiger,F_Ohne Liebe_Emma,23,undirected
M_Ohne Liebe_Graf Rüdiger,M_Das Waldfräulein_Graf Lazáry,2,undirected
M_Ohne Liebe_Graf Rüdiger,M_Das Waldfräulein_Paul,19,undirected
M_Ohne Liebe_Graf Rüdiger,M_Die Selbstsüchtigen_Graf Steinberg,13,undirected
